task_index,category,label,objn,freq_bin,phrase_freq_in_category,source_image,condition_image,orig_source_path,orig_condition_path,pt1,pt2,bbox,orig_resolution,annot_source_size,annot_condition_size
200,add,ski slopes,ski-slopes,tail,1,images/add/0200_add_source.jpg,images/add/0200_add_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00007/00008/000088015.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_add_laion/00007_00008_000088015_0_ski-slopes.png,"[786, 735]","[1259, 830]","[0, 177, 2047, 1362]","{""height"": 1365, ""width"": 2048}",1024x682,1024x682
201,replace,a black sports motorcycle,a-black-sports-motorcycle,head,3,images/replace/0201_replace_source.jpg,images/replace/0201_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00007/00016/000169696.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00007_00016_000169696_1_a-black-sports-motorcycle.png,"[623, 826]","[1876, 921]","[294, 470, 2207, 1250]","{""height"": 1440, ""width"": 2560}",1024x576,1024x576
202,replace,a groom,a-groom,head,3,images/replace/0202_replace_source.jpg,images/replace/0202_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00009/00015/000158588.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00009_00015_000158588_1_a-groom.png,"[1224, 837]","[1634, 932]","[1158, 377, 1701, 1365]","{""height"": 1367, ""width"": 2048}",1024x683,1024x683
203,replace,a wooden log,a-wooden-log,head,6,images/replace/0203_replace_source.jpg,images/replace/0203_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00000/00016/000168814.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00000_00016_000168814_1_a-wooden-log.png,"[981, 882]","[1625, 977]","[980, 413, 1626, 1419]","{""height"": 1667, ""width"": 2500}",1024x682,1024x682
204,replace,a brown dog,a-brown-dog,head,106,images/replace/0204_replace_source.jpg,images/replace/0204_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00007/00019/000193946.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00007_00019_000193946_1_a-brown-dog.png,"[950, 898]","[1555, 993]","[1084, 505, 1423, 1359]","{""height"": 1361, ""width"": 2048}",1024x680,1024x680
205,replace,a metal bench,a-metal-bench,head,8,images/replace/0205_replace_source.jpg,images/replace/0205_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00005/00036/000360935.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00005_00036_000360935_1_a-metal-bench.png,"[1159, 2378]","[1857, 2473]","[1093, 1667, 1923, 3158]","{""height"": 3456, ""width"": 5184}",1024x682,1024x682
206,replace,sweater,sweater,head,11,images/replace/0206_replace_source.jpg,images/replace/0206_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00009/000099882.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00008_00009_000099882_0_sweater.png,"[1453, 903]","[1815, 998]","[1355, 419, 1913, 1456]","{""height"": 1467, ""width"": 2200}",1024x682,1024x682
207,replace,a metal tray,a-metal-tray,head,10,images/replace/0207_replace_source.jpg,images/replace/0207_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00034/000347223.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00003_00034_000347223_1_a-metal-tray.png,"[780, 1074]","[1379, 1169]","[0, 343, 2161, 1874]","{""height"": 1878, ""width"": 2720}",1024x707,1024x707
208,replace,a wool beanie,a-wool-beanie,head,7,images/replace/0208_replace_source.jpg,images/replace/0208_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00007/00011/000110322.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00007_00011_000110322_1_a-wool-beanie.png,"[2035, 945]","[2700, 1040]","[2091, 645, 2646, 1314]","{""height"": 2304, ""width"": 3456}",1024x682,1024x682
209,replace,pink flowers,pink-flowers,head,4,images/replace/0209_replace_source.jpg,images/replace/0209_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00037/000378848.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00003_00037_000378848_0_pink-flowers.png,"[972, 315]","[1541, 410]","[698, 2, 1816, 696]","{""height"": 1600, ""width"": 2560}",1024x640,1024x640
210,replace,a black office chair,a-black-office-chair,head,3,images/replace/0210_replace_source.jpg,images/replace/0210_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00000/00009/000090363.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00000_00009_000090363_1_a-black-office-chair.png,"[504, 633]","[1445, 728]","[109, 153, 1842, 1182]","{""height"": 1280, ""width"": 1920}",1024x682,1024x682
211,replace,mural,mural,head,8,images/replace/0211_replace_source.jpg,images/replace/0211_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00006/00040/000401319.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00006_00040_000401319_0_mural.png,"[887, 767]","[1159, 862]","[0, 1, 2046, 1602]","{""height"": 1606, ""width"": 2048}",1024x803,1024x803
212,replace,bottles,bottles,head,4,images/replace/0212_replace_source.jpg,images/replace/0212_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00002/00018/000181987.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00002_00018_000181987_0_bottles.png,"[1549, 862]","[1869, 957]","[1372, 787, 2047, 1005]","{""height"": 1365, ""width"": 2048}",1024x682,1024x682
213,replace,sunflowers,sunflowers,head,5,images/replace/0213_replace_source.jpg,images/replace/0213_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00004/00005/000054312.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00004_00005_000054312_1_sunflowers.png,"[2317, 1991]","[2814, 2086]","[709, 317, 4424, 3734]","{""height"": 3744, ""width"": 4992}",1024x768,1024x768
214,replace,blanket,blanket,head,6,images/replace/0214_replace_source.jpg,images/replace/0214_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00006/00030/000309701.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00006_00030_000309701_0_blanket.png,"[1710, 1650]","[2051, 1745]","[1389, 1348, 2374, 2020]","{""height"": 2712, ""width"": 3840}",1024x723,1024x723
215,replace,bottle,bottle,head,6,images/replace/0215_replace_source.jpg,images/replace/0215_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00026/000263197.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00008_00026_000263197_0_bottle.png,"[545, 1012]","[814, 1107]","[604, 778, 756, 1314]","{""height"": 1667, ""width"": 2500}",1024x682,1024x682
216,replace,a plush rabbit,a-plush-rabbit,head,5,images/replace/0216_replace_source.jpg,images/replace/0216_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00001/00039/000396550.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00001_00039_000396550_1_a-plush-rabbit.png,"[1319, 962]","[1993, 1057]","[671, 234, 2642, 1759]","{""height"": 2000, ""width"": 3000}",1024x682,1024x682
217,replace,wooden benches,wooden-benches,head,78,images/replace/0217_replace_source.jpg,images/replace/0217_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00022/000225567.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00003_00022_000225567_1_wooden-benches.png,"[152, 1086]","[937, 1181]","[224, 837, 866, 1403]","{""height"": 1536, ""width"": 2048}",1024x768,1024x768
218,replace,throw pillows,throw-pillows,head,7,images/replace/0218_replace_source.jpg,images/replace/0218_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00017/000170006.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00008_00017_000170006_0_throw-pillows.png,"[4839, 1239]","[5450, 1334]","[4900, 1020, 5390, 1526]","{""height"": 4000, ""width"": 6000}",1024x682,1024x682
219,replace,a woven basket,a-woven-basket,head,7,images/replace/0219_replace_source.jpg,images/replace/0219_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00030/000305006.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00003_00030_000305006_1_a-woven-basket.png,"[-97, 2188]","[649, 2283]","[0, 1905, 552, 2540]","{""height"": 3024, ""width"": 4032}",1024x768,1024x768
220,replace,a wooden platform,a-wooden-platform,head,5,images/replace/0220_replace_source.jpg,images/replace/0220_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00006/00017/000174257.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00006_00017_000174257_1_a-wooden-platform.png,"[1199, 1570]","[2101, 1665]","[543, 1425, 2758, 1784]","{""height"": 1784, ""width"": 2930}",1024x623,1024x623
221,replace,dirt bike,dirt-bike,head,5,images/replace/0221_replace_source.jpg,images/replace/0221_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00004/00029/000298978.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00004_00029_000298978_0_dirt-bike.png,"[820, 656]","[1215, 751]","[354, 42, 1683, 1339]","{""height"": 1440, ""width"": 1920}",1024x768,1024x768
222,replace,Milky Way,Milky-Way,head,3,images/replace/0222_replace_source.jpg,images/replace/0222_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00005/00008/000086467.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00005_00008_000086467_0_Milky-Way.png,"[1026, 317]","[1475, 412]","[4, 3, 2499, 700]","{""height"": 1667, ""width"": 2500}",1024x682,1024x682
223,replace,a red mountain bike,a-red-mountain-bike,head,14,images/replace/0223_replace_source.jpg,images/replace/0223_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00037/000374145.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00008_00037_000374145_1_a-red-mountain-bike.png,"[573, 698]","[1550, 793]","[215, 94, 1910, 1370]","{""height"": 1472, ""width"": 2210}",1024x682,1024x682
224,replace,a fabric bench,a-fabric-bench,head,3,images/replace/0224_replace_source.jpg,images/replace/0224_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00006/00037/000375097.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00006_00037_000375097_1_a-fabric-bench.png,"[650, 340]","[1354, 435]","[786, 36, 1218, 713]","{""height"": 1283, ""width"": 1920}",1024x684,1024x684
225,replace,a cotton sweater,a-cotton-sweater,head,4,images/replace/0225_replace_source.jpg,images/replace/0225_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00004/00026/000261904.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00004_00026_000261904_1_a-cotton-sweater.png,"[709, 843]","[1521, 938]","[825, 464, 1405, 1290]","{""height"": 1414, ""width"": 2121}",1024x682,1024x682
226,replace,a rocky hill,a-rocky-hill,head,4,images/replace/0226_replace_source.jpg,images/replace/0226_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00009/00033/000333591.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00009_00033_000333591_1_a-rocky-hill.png,"[139, 733]","[675, 828]","[0, 183, 815, 1351]","{""height"": 1351, ""width"": 2048}",1024x675,1024x675
227,replace,a vibrant bouquet,a-vibrant-bouquet,head,4,images/replace/0227_replace_source.jpg,images/replace/0227_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00032/000324994.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00008_00032_000324994_1_a-vibrant-bouquet.png,"[2028, 1013]","[2625, 1081]","[2156, 884, 2499, 1191]","{""height"": 1667, ""width"": 2500}",1024x682,1024x682
228,replace,a willow tree,a-willow-tree,head,4,images/replace/0228_replace_source.jpg,images/replace/0228_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00005/000059020.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00008_00005_000059020_1_a-willow-tree.png,"[181, 313]","[783, 408]","[261, 2, 703, 693]","{""height"": 1434, ""width"": 2160}",1024x679,1024x679
229,replace,a wooden fence,a-wooden-fence,head,26,images/replace/0229_replace_source.jpg,images/replace/0229_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00006/00024/000243936.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00006_00024_000243936_1_a-wooden-fence.png,"[579, 359]","[1340, 454]","[0, 169, 1920, 618]","{""height"": 1280, ""width"": 1920}",1024x682,1024x682
230,replace,a young boy,a-young-boy,head,13,images/replace/0230_replace_source.jpg,images/replace/0230_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00009/00028/000283608.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00009_00028_000283608_1_a-young-boy.png,"[1115, 897]","[1711, 992]","[988, 263, 1838, 1600]","{""height"": 1600, ""width"": 2400}",1024x682,1024x682
231,replace,a brown bear,a-brown-bear,head,16,images/replace/0231_replace_source.jpg,images/replace/0231_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00006/00036/000366962.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00006_00036_000366962_1_a-brown-bear.png,"[1052, 910]","[1693, 1005]","[752, 474, 1994, 1414]","{""height"": 1414, ""width"": 2120}",1024x682,1024x682
232,replace,a wooden barn,a-wooden-barn,head,19,images/replace/0232_replace_source.jpg,images/replace/0232_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00004/00040/000401674.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00004_00040_000401674_1_a-wooden-barn.png,"[783, 1002]","[1499, 1097]","[77, 449, 2206, 1624]","{""height"": 1893, ""width"": 2249}",1024x861,1024x861
233,replace,smooth sand,smooth-sand,head,8,images/replace/0233_replace_source.jpg,images/replace/0233_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00001/00028/000281556.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00001_00028_000281556_1_smooth-sand.png,"[1753, 1501]","[2376, 1596]","[303, 1379, 3828, 1692]","{""height"": 2538, ""width"": 3832}",1023x678,1023x678
234,replace,cake stand,cake-stand,head,4,images/replace/0234_replace_source.jpg,images/replace/0234_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00001/00031/000313663.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00001_00031_000313663_0_cake-stand.png,"[1148, 1175]","[1675, 1270]","[342, 515, 2483, 1903]","{""height"": 1920, ""width"": 2560}",1024x768,1024x768
235,replace,decorations,decorations,head,8,images/replace/0235_replace_source.jpg,images/replace/0235_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00002/00006/000068407.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00002_00006_000068407_0_decorations.png,"[1062, 780]","[1610, 875]","[659, 190, 2013, 1438]","{""height"": 1440, ""width"": 2560}",1024x576,1024x576
236,replace,convertible top,convertible-top,head,22,images/replace/0236_replace_source.jpg,images/replace/0236_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00007/00039/000396177.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00007_00039_000396177_0_convertible-top.png,"[617, 790]","[1324, 885]","[64, 453, 1878, 1195]","{""height"": 1280, ""width"": 1920}",1024x682,1024x682
237,replace,a white vase,a-white-vase,head,12,images/replace/0237_replace_source.jpg,images/replace/0237_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00005/00003/000030601.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00005_00003_000030601_1_a-white-vase.png,"[1902, 967]","[2507, 1062]","[1412, 2, 2999, 2000]","{""height"": 2000, ""width"": 3000}",1024x682,1024x682
238,replace,a young tree,a-young-tree,head,15,images/replace/0238_replace_source.jpg,images/replace/0238_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00006/00019/000195757.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00006_00019_000195757_1_a-young-tree.png,"[297, 770]","[914, 865]","[73, 9, 1139, 1600]","{""height"": 1600, ""width"": 2400}",1024x682,1024x682
239,replace,a black wheel,a-black-wheel,head,3,images/replace/0239_replace_source.jpg,images/replace/0239_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00000/00035/000357338.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00000_00035_000357338_1_a-black-wheel.png,"[735, 896]","[1391, 991]","[711, 622, 1416, 1239]","{""height"": 1440, ""width"": 1920}",1024x768,1024x768
240,replace,tents,tents,head,9,images/replace/0240_replace_source.jpg,images/replace/0240_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00014/000142607.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00003_00014_000142607_0_tents.png,"[861, 385]","[1100, 480]","[577, 260, 1385, 578]","{""height"": 2736, ""width"": 3648}",1024x768,1024x768
241,replace,a red crown,a-red-crown,mid,1,images/replace/0241_replace_source.jpg,images/replace/0241_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00005/00007/000076268.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00005_00007_000076268_1_a-red-crown.png,"[1011, 632]","[1438, 703]","[1102, 556, 1348, 759]","{""height"": 1663, ""width"": 2500}",1024x681,1024x681
242,replace,a red cushion,a-red-cushion,mid,1,images/replace/0242_replace_source.jpg,images/replace/0242_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00006/00004/000046514.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00006_00004_000046514_1_a-red-cushion.png,"[1491, 1895]","[2156, 1990]","[622, 521, 3027, 3337]","{""height"": 3456, ""width"": 5184}",1024x682,1024x682
243,replace,a young oak,a-young-oak,mid,1,images/replace/0243_replace_source.jpg,images/replace/0243_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00030/000306418.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00003_00030_000306418_1_a-young-oak.png,"[2986, 1692]","[3585, 1787]","[2772, 9, 3800, 3443]","{""height"": 3456, ""width"": 5184}",1024x682,1024x682
244,replace,holiday decorations,holiday-decorations,mid,1,images/replace/0244_replace_source.jpg,images/replace/0244_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00009/00037/000375268.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00009_00037_000375268_1_holiday-decorations.png,"[203, 686]","[1123, 781]","[0, 16, 1326, 1424]","{""height"": 1668, ""width"": 2500}",1024x683,1024x683
245,replace,a football,a-football,mid,1,images/replace/0245_replace_source.jpg,images/replace/0245_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00006/00023/000234839.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00006_00023_000234839_1_a-football.png,"[671, 1034]","[1129, 1129]","[120, 61, 1680, 2076]","{""height"": 2076, ""width"": 3114}",1023x682,1023x682
246,replace,a snowy forest,a-snowy-forest,mid,1,images/replace/0246_replace_source.jpg,images/replace/0246_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00002/00012/000124520.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00002_00012_000124520_1_a-snowy-forest.png,"[1061, 1189]","[1771, 1284]","[1, 567, 2831, 1880]","{""height"": 1883, ""width"": 2835}",1024x680,1024x680
247,replace,chalkboard,chalkboard,mid,1,images/replace/0247_replace_source.jpg,images/replace/0247_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00001/00022/000226426.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00001_00022_000226426_0_chalkboard.png,"[1828, 476]","[2343, 571]","[1708, 233, 2465, 787]","{""height"": 1875, ""width"": 2500}",1024x768,1024x768
248,replace,a woolen cap,a-woolen-cap,mid,2,images/replace/0248_replace_source.jpg,images/replace/0248_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00036/000366084.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00008_00036_000366084_1_a-woolen-cap.png,"[1275, 633]","[1916, 728]","[918, 258, 2274, 1077]","{""height"": 2175, ""width"": 2500}",1024x890,1024x890
249,replace,a red bus,a-red-bus,mid,2,images/replace/0249_replace_source.jpg,images/replace/0249_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00004/00014/000148774.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00004_00014_000148774_1_a-red-bus.png,"[2581, 1820]","[3054, 1915]","[1121, 898, 4516, 2811]","{""height"": 4315, ""width"": 6497}",1024x680,1024x680
250,replace,green chairs,green-chairs,mid,1,images/replace/0250_replace_source.jpg,images/replace/0250_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00006/00033/000331909.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00006_00033_000331909_0_green-chairs.png,"[1152, 1146]","[1748, 1241]","[1243, 856, 1658, 1505]","{""height"": 1536, ""width"": 2048}",1024x768,1024x768
251,replace,a retro camper,a-retro-camper,mid,1,images/replace/0251_replace_source.jpg,images/replace/0251_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00005/00018/000184900.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00005_00018_000184900_1_a-retro-camper.png,"[428, 718]","[1162, 813]","[187, 416, 1403, 1089]","{""height"": 1307, ""width"": 1960}",1024x682,1024x682
252,replace,fluffy white substance,fluffy-white-substance,mid,1,images/replace/0252_replace_source.jpg,images/replace/0252_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00001/00024/000246555.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00001_00024_000246555_0_fluffy-white-substance.png,"[1333, 996]","[2382, 1091]","[1487, 838, 2229, 1222]","{""height"": 1533, ""width"": 2300}",1024x682,1024x682
253,replace,fishing boat,fishing-boat,mid,2,images/replace/0253_replace_source.jpg,images/replace/0253_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00004/00035/000354366.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00004_00035_000354366_0_fishing-boat.png,"[329, 541]","[895, 636]","[294, 83, 930, 1067]","{""height"": 1333, ""width"": 2000}",1024x682,1024x682
254,replace,horse trailer,horse-trailer,mid,2,images/replace/0254_replace_source.jpg,images/replace/0254_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00004/00007/000079843.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00004_00007_000079843_0_horse-trailer.png,"[1541, 1254]","[2125, 1349]","[341, 121, 3325, 2455]","{""height"": 3024, ""width"": 4032}",1024x768,1024x768
255,replace,a white stone,a-white-stone,mid,1,images/replace/0255_replace_source.jpg,images/replace/0255_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00009/00022/000227004.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00009_00022_000227004_1_a-white-stone.png,"[859, 1204]","[1509, 1299]","[967, 1037, 1401, 1440]","{""height"": 1440, ""width"": 1920}",1024x768,1024x768
256,replace,a blue vase,a-blue-vase,mid,1,images/replace/0256_replace_source.jpg,images/replace/0256_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00003/00038/000386579.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00003_00038_000386579_1_a-blue-vase.png,"[516, 959]","[1076, 1054]","[613, 774, 979, 1213]","{""height"": 1536, ""width"": 2048}",1024x768,1024x768
257,replace,Adirondack chairs,Adirondack-chairs,mid,1,images/replace/0257_replace_source.jpg,images/replace/0257_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00000/00019/000196767.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00000_00019_000196767_0_Adirondack-chairs.png,"[260, 1906]","[1102, 2001]","[306, 1506, 1056, 2374]","{""height"": 2374, ""width"": 3339}",1024x728,1024x728
258,replace,a toy truck,a-toy-truck,mid,1,images/replace/0258_replace_source.jpg,images/replace/0258_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00004/00013/000131578.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00004_00013_000131578_1_a-toy-truck.png,"[602, 716]","[1138, 811]","[186, 369, 1554, 1131]","{""height"": 1440, ""width"": 1920}",1024x768,1024x768
259,replace,a white paper menu,a-white-paper-menu,mid,1,images/replace/0259_replace_source.jpg,images/replace/0259_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00007/00016/000166236.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00007_00016_000166236_1_a-white-paper-menu.png,"[762, 1392]","[1727, 1487]","[750, 1283, 1740, 1569]","{""height"": 1667, ""width"": 2500}",1024x682,1024x682
260,replace,a standing robot,a-standing-robot,mid,1,images/replace/0260_replace_source.jpg,images/replace/0260_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00002/00014/000142835.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00002_00014_000142835_1_a-standing-robot.png,"[925, 818]","[1327, 868]","[1012, 617, 1241, 1055]","{""height"": 1334, ""width"": 2000}",1024x683,1024x683
261,replace,a digital display,a-digital-display,mid,2,images/replace/0261_replace_source.jpg,images/replace/0261_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00000/00024/000241105.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00000_00024_000241105_1_a-digital-display.png,"[756, 780]","[1061, 821]","[822, 690, 996, 901]","{""height"": 1283, ""width"": 1920}",1024x684,1024x684
262,replace,a blue hat,a-blue-hat,mid,2,images/replace/0262_replace_source.jpg,images/replace/0262_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00001/00031/000310691.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00001_00031_000310691_1_a-blue-hat.png,"[951, 686]","[1451, 781]","[127, 3, 2275, 1438]","{""height"": 1440, ""width"": 2560}",1024x576,1024x576
263,replace,an acoustic piano,an-acoustic-piano,mid,1,images/replace/0263_replace_source.jpg,images/replace/0263_replace_condition.jpg,/scratch/peterwg/data/ImgEdit_mask/laion-aes/00008/00004/000049762.jpg,/scratch/peterwg/data/ImgEdit_mask/textmask_replace_laion/00008_00004_000049762_1_an-acoustic-piano.png,"[457, 1306]","[1257, 1396]","[635, 793, 1080, 1884]","{""height"": 2448, ""width"": 3264}",1024x768,1024x768
